Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,2nd phase - general contingent,1,Nursing,Daytime,Secondary Edu,127.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,5,9,129.5,Yes,No,No,Yes,Female,Yes,20,No,0,7,7,6,12.333333333333334,0,0,7,7,6,12.333333333333334,0,7.6,2.6,0.32,Graduate
Single,Over 23 years old,1,Social Service,Daytime,Secondary Edu,170.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,9,9,140.0,Yes,No,No,Yes,Female,No,24,No,0,6,9,4,15.75,0,0,6,10,5,16.4,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase - general contingent,3,Advertising and Marketing Management,Daytime,Secondary Edu,111.0,Portuguese,12th Year of Schooling,12th Year of Schooling,5,5,105.4,No,No,No,Yes,Female,No,20,No,0,5,6,5,13.333333333333334,0,0,5,6,5,13.2,0,7.6,2.6,0.32,Graduate
Single,Transfer,1,Nursing,Daytime,Secondary Edu,100.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,8,136.0,Yes,No,No,Yes,Female,No,21,No,4,7,9,7,14.355555555555554,0,5,8,8,8,13.49375,0,15.5,2.8,-4.06,Graduate
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Tech Specialization Course,160.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,9,9,160.0,No,No,Yes,Yes,Female,Yes,19,No,0,6,8,6,13.0,0,0,6,11,5,13.0,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary Edu,152.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,9,139.1,No,No,No,Yes,Female,Yes,19,No,0,6,6,6,12.833333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
Single,1st phase - general contingent,2,Advertising and Marketing Management,Daytime,Secondary Edu,144.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,9,9,126.9,No,No,No,Yes,Female,Yes,21,No,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Degree,133.8,Portuguese,Degree,Basic Ed. 1st Cycle,2,10,184.0,No,No,No,Yes,Female,No,28,No,0,7,9,7,17.005555555555556,0,1,8,9,8,16.582222222222224,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,9,9,125.0,Yes,No,Yes,No,Female,Yes,19,No,0,6,8,5,10.6,0,0,6,8,5,11.0,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,150.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,6,138.5,No,No,No,Yes,Female,Yes,18,No,0,5,5,5,14.0,0,0,5,6,5,13.6,0,12.4,0.5,1.79,Graduate
Facto Union,2nd phase - general contingent,5,Nursing,Daytime,Secondary Edu,143.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,5,8,133.5,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,12.114285714285714,0,0,8,8,7,12.114285714285714,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary Edu,145.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,7,7,141.5,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,8,13.05875,0,0,8,8,8,13.05875,0,9.4,-0.8,-3.12,Graduate
Single,Transfer,1,Nursing,Daytime,Secondary Edu,120.0,Portuguese,12th Year of Schooling,Bachelor's Degree,9,3,130.0,Yes,No,No,Yes,Female,No,22,No,4,8,8,7,13.285714285714286,0,4,8,8,7,13.285714285714286,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,138.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,194,171,131.0,Yes,No,No,Yes,Female,No,19,No,0,5,9,4,11.0,0,0,5,8,3,10.666666666666666,0,12.4,0.5,1.79,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,145.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,9,5,145.0,No,No,No,Yes,Female,Yes,18,No,0,7,7,7,14.071428571428571,0,0,8,8,8,15.1625,0,13.9,-0.3,0.79,Graduate
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary Edu,122.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,6,114.3,No,No,No,No,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,Technological specialization diploma holders,1,Animation and Multimedia Design,Daytime,Tech Specialization Course,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,6,108.3,No,No,No,No,Female,No,26,No,4,9,9,4,11.25,0,3,10,12,3,11.0,0,12.4,0.5,1.79,Dropout
Single,1st phase - general contingent,3,Communication Design,Daytime,Secondary Edu,136.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,9,9,125.2,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,14.0,0,0,6,8,6,13.625,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Tourism,Daytime,Secondary Edu,145.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,4,9,131.7,Yes,No,No,Yes,Female,Yes,21,No,0,6,8,6,12.166666666666666,0,0,6,11,3,11.666666666666666,0,10.8,1.4,1.74,Dropout
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary Edu,141.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,3,3,126.3,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,13.297142857142855,0,0,8,8,7,13.297142857142855,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary Edu,149.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,4,6,147.6,Yes,No,No,Yes,Female,No,20,No,0,6,14,6,13.923076923076923,0,0,6,9,6,14.25,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,5,6,125.1,Yes,No,No,Yes,Female,No,18,No,0,7,11,7,13.37,0,0,8,13,7,12.833333333333334,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,6,Management,Daytime,Secondary Edu,121.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,7,9,123.8,No,No,No,Yes,Female,Yes,19,No,0,5,5,5,12.4,0,0,5,8,3,11.0,0,12.7,3.7,-1.7,Enrolled
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,128.0,Portuguese,12th Year of Schooling,12th Year of Schooling,2,2,130.8,Yes,No,No,Yes,Female,No,20,No,0,5,5,4,15.0,0,0,5,5,4,13.75,0,7.6,2.6,0.32,Dropout
Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary Edu,152.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,5,154.1,No,No,Yes,Yes,Female,Yes,18,No,0,6,6,6,13.333333333333334,0,0,6,7,6,12.571428571428571,0,12.7,3.7,-1.7,Graduate
Single,1st phase - special contingent (Madeira Island),2,Management,Daytime,Secondary Edu,132.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,122.6,Yes,No,No,Yes,Female,Yes,20,No,0,5,8,3,12.0,0,0,5,9,4,12.625,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,2,Social Service (evening attendance),Evening,Secondary Edu,107.0,Portuguese,Basic Ed. 3rd Cycle,7th Year (Old),0,0,103.5,Yes,No,No,Yes,Female,No,22,No,0,6,7,5,13.4,0,0,6,9,5,12.2,0,7.6,2.6,0.32,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,131.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,4,5,132.8,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Enrolled
Single,Change of institution/course,1,Management (evening attendance),Evening,Secondary Edu,141.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,5,7,100.0,No,No,No,Yes,Female,No,21,No,1,5,9,4,11.5,0,1,5,5,5,11.4,0,8.9,1.4,3.51,Graduate
Single,3rd phase - general contingent,2,Basic Education,Daytime,Secondary Edu,120.0,Portuguese,12th Year of Schooling,12th Year of Schooling,9,0,115.8,No,No,No,Yes,Female,No,18,No,0,7,12,6,12.0,0,0,7,11,6,12.166666666666666,0,13.9,-0.3,0.79,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,148.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,4,4,133.8,No,No,No,Yes,Female,No,18,No,0,8,8,7,13.485714285714284,0,0,8,8,7,13.485714285714284,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,1,Communication Design,Daytime,Secondary Edu,130.0,Portuguese,Other - 11th Year,Basic Ed. 3rd Cycle,4,5,118.5,No,Yes,No,Yes,Female,Yes,18,No,0,6,6,6,12.0,0,0,6,8,6,11.285714285714286,0,8.9,1.4,3.51,Graduate
Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,145.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,1,150.3,Yes,No,No,Yes,Female,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase - general contingent,3,Management,Daytime,Secondary Edu,112.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,3,5,107.8,Yes,No,No,Yes,Female,No,19,No,0,5,7,3,10.333333333333334,0,0,5,11,3,14.428571428571429,0,10.8,1.4,1.74,Enrolled
Single,1st phase - general contingent,1,Nursing,Daytime,Secondary Edu,138.0,Portuguese,Basic Ed. 2nd Cycle,12th Year of Schooling,9,4,127.5,Yes,No,No,Yes,Female,No,19,No,0,7,10,5,12.94,0,0,7,7,5,13.76,0,16.2,0.3,-0.92,Enrolled
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary Edu,135.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,7,7,120.5,Yes,No,No,Yes,Female,No,19,No,0,8,11,7,13.258571428571427,0,0,8,11,7,13.258571428571427,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,118.0,Portuguese,12th Year of Schooling,Bachelor's Degree,10,10,117.3,Yes,No,No,Yes,Female,No,19,No,0,5,9,4,12.25,0,0,5,10,4,12.0,0,8.9,1.4,3.51,Enrolled
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary Edu,123.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,7,120.6,Yes,No,No,No,Female,No,19,No,0,6,9,3,11.666666666666666,0,0,6,15,1,10.0,0,10.8,1.4,1.74,Dropout
Single,1st phase - special contingent (Madeira Island),4,Tourism,Daytime,Secondary Edu,126.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,7,118.7,Yes,No,No,Yes,Female,Yes,21,No,0,6,7,6,13.571428571428571,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary Edu,150.0,Brazilian,12th Year of Schooling,Basic Ed. 1st Cycle,9,7,130.8,No,No,No,Yes,Female,Yes,20,Yes,0,6,9,5,11.8,0,0,6,9,5,11.833333333333334,0,15.5,2.8,-4.06,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,121.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,3,9,112.6,Yes,No,No,Yes,Female,Yes,20,No,0,5,7,5,14.2,0,0,5,7,5,13.285714285714286,0,11.1,0.6,2.02,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,117.2,No,No,No,Yes,Female,No,41,No,0,5,8,5,11.0,0,0,5,6,5,11.8,1,7.6,2.6,0.32,Graduate
Divorced,Holders of other higher courses,1,Nursing,Daytime,Degree (1st cycle),130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,3,3,130.0,Yes,No,No,Yes,Female,No,32,No,0,7,16,4,13.625,0,0,7,8,7,12.6375,0,12.4,0.5,1.79,Enrolled
Single,2nd phase - general contingent,3,Nursing,Daytime,Secondary Edu,139.0,Portuguese,Basic Ed. 2nd Cycle,12th Year of Schooling,9,5,131.8,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,14.652857142857142,0,0,8,8,7,14.652857142857142,0,10.8,1.4,1.74,Graduate
Divorced,Over 23 years old,1,Social Service (evening attendance),Evening,Secondary Edu,160.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,3,4,97.0,No,No,No,Yes,Female,Yes,35,No,0,6,9,6,11.333333333333334,0,0,6,6,6,11.333333333333334,0,15.5,2.8,-4.06,Graduate
Single,Over 23 years old,1,Nursing,Daytime,Secondary Edu,110.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,130.0,No,No,Yes,No,Female,No,32,No,0,7,12,4,13.7,0,0,7,7,0,0.0,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Degree (1st cycle),140.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,5,9,148.0,No,No,No,Yes,Female,No,37,No,7,11,11,11,13.727272727272728,0,4,8,8,8,14.75,0,12.4,0.5,1.79,Graduate
Married,Over 23 years old,2,Management,Daytime,Degree,130.0,Portuguese,Degree,Basic Ed. 1st Cycle,9,9,103.4,No,No,No,Yes,Female,No,30,No,4,7,9,7,11.75,0,3,8,12,7,11.142857142857142,0,12.7,3.7,-1.7,Dropout
Single,Change of course,2,Journalism and Communication,Daytime,Secondary Edu,132.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,0,0,127.1,No,No,No,Yes,Male,No,23,No,0,6,9,6,12.333333333333334,0,0,6,11,5,13.0,0,7.6,2.6,0.32,Graduate
Single,2nd phase - general contingent,2,Journalism and Communication,Daytime,Secondary Edu,139.0,Portuguese,Degree,12th Year of Schooling,2,7,124.0,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,14.0,0,0,6,7,6,13.857142857142858,0,15.5,2.8,-4.06,Dropout
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,135.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,5,7,121.4,No,No,No,Yes,Male,No,21,No,0,5,7,4,11.5,0,0,5,6,4,11.75,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,1,Management,Daytime,Secondary Edu,117.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 3rd Cycle,5,7,118.1,No,No,No,Yes,Male,No,19,No,0,5,6,5,11.2,0,0,5,5,5,13.2,0,12.4,0.5,1.79,Graduate
Single,2nd phase - general contingent,4,Nursing,Daytime,Secondary Edu,137.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,3,121.3,Yes,No,No,Yes,Male,Yes,18,No,0,8,8,7,15.07,0,0,8,8,7,15.07,0,10.8,1.4,1.74,Graduate
Single,Transfer,1,Informatics Engineering,Daytime,Secondary Edu,144.0,Portuguese,Unknown,Unknown,0,0,119.5,No,No,No,Yes,Male,No,18,No,0,5,6,1,10.0,0,0,5,7,1,12.0,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary Edu,130.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,10,115.2,No,No,No,Yes,Male,No,24,No,0,5,5,4,12.0,0,0,5,6,5,12.666666666666666,0,12.4,0.5,1.79,Enrolled
Single,3rd phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,140.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,9,9,130.2,Yes,No,No,Yes,Male,No,22,No,0,6,11,4,13.0,0,0,6,11,4,12.6,0,12.7,3.7,-1.7,Graduate
Single,2nd phase - general contingent,4,Tourism,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,5,5,130.0,Yes,No,No,Yes,Male,No,18,No,0,6,7,4,11.0,0,0,6,7,3,11.25,0,16.2,0.3,-0.92,Dropout
Single,1st phase - special contingent (Madeira Island),2,Social Service,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,5,6,126.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,13.571428571428571,0,0,6,11,5,12.166666666666666,0,9.4,-0.8,-3.12,Graduate
Single,1st phase - general contingent,2,Communication Design,Daytime,Secondary Edu,152.0,Mexican,Bachelor's Degree,12th Year of Schooling,9,1,168.5,Yes,No,No,Yes,Male,No,21,Yes,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,Graduate
Divorced,Over 23 years old,1,Nursing,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,130.0,No,No,Yes,Yes,Female,No,38,No,0,7,13,3,11.833333333333334,0,0,7,14,2,10.0,0,16.2,0.3,-0.92,Dropout
Single,3rd phase - general contingent,1,Oral Hygiene,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,9,122.8,No,No,No,Yes,Female,Yes,19,No,0,7,11,7,12.625,0,0,8,11,8,12.5125,0,12.7,3.7,-1.7,Graduate
Legally Separated,Over 23 years old,1,Nursing,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,110.0,No,No,No,Yes,Female,No,36,No,0,7,12,4,11.5,0,0,7,14,3,12.333333333333334,0,16.2,0.3,-0.92,Dropout
Single,1st phase - special contingent (Madeira Island),1,Veterinary Nursing,Daytime,Secondary Edu,140.0,Portuguese,12th Year of Schooling,12th Year of Schooling,9,9,127.1,Yes,No,No,Yes,Female,No,18,No,0,5,8,4,13.25,1,0,5,10,4,10.5,0,12.7,3.7,-1.7,Graduate
Single,1st phase - general contingent,3,Nursing,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,5,5,108.5,Yes,No,No,Yes,Female,No,19,No,0,7,9,7,12.60625,0,0,8,12,6,11.9,0,12.4,0.5,1.79,Graduate
Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Prof. Higher Course,140.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,9,9,138.2,No,No,Yes,No,Female,No,21,No,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,Dropout
Single,1st phase - general contingent,2,Nursing,Daytime,Secondary Edu,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 2nd Cycle,192,192,96.0,Yes,No,No,Yes,Female,No,19,No,0,7,10,6,13.598333333333334,0,0,8,11,6,11.933333333333332,0,11.1,0.6,2.02,Enrolled
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,135.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,9,9,124.5,No,No,No,Yes,Female,Yes,18,No,0,6,11,5,11.142857142857142,0,0,6,8,6,12.285714285714286,0,16.2,0.3,-0.92,Graduate
Married,Holders of other higher courses,1,Nursing,Daytime,Degree,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 3rd Cycle,9,7,120.0,Yes,No,No,Yes,Female,No,45,No,7,11,11,11,12.7,0,6,10,12,10,12.96818181818182,0,13.9,-0.3,0.79,Enrolled
Single,2nd phase - general contingent,1,Management,Daytime,Secondary Edu,140.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,7,132.3,Yes,No,No,Yes,Female,No,20,No,0,5,9,1,10.0,0,0,5,10,1,11.0,0,7.6,2.6,0.32,Dropout
Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary Edu,128.0,Portuguese,Basic Ed. 3rd Cycle,12th Year of Schooling,5,7,120.7,Yes,No,Yes,Yes,Female,No,18,No,0,6,8,6,11.666666666666666,0,0,6,10,4,11.5,0,13.9,-0.3,0.79,Graduate
Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary Edu,141.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,4,132.6,No,No,No,Yes,Female,Yes,18,No,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,Graduate
Single,Holders of other higher courses,2,Equinculture,Daytime,Degree,140.0,Portuguese,Unknown,Unknown,0,0,140.0,No,No,No,Yes,Female,No,25,No,0,5,9,0,0.0,4,0,5,9,0,0.0,3,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,6,Nursing,Daytime,Secondary Edu,139.0,Portuguese,12th Year of Schooling,12th Year of Schooling,4,4,124.5,Yes,No,No,Yes,Female,No,19,No,0,8,9,7,12.04142857142857,0,0,8,9,7,12.04142857142857,0,10.8,1.4,1.74,Graduate
Single,1st phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary Edu,142.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,7,7,142.0,Yes,No,No,Yes,Female,Yes,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,Graduate
Single,Holders of other higher courses,1,Tourism,Daytime,Degree (1st cycle),130.0,Portuguese,12th Year of Schooling,12th Year of Schooling,3,6,130.0,No,No,No,Yes,Female,No,39,No,12,13,14,13,13.76923076923077,0,9,12,16,12,14.583333333333334,0,13.9,-0.3,0.79,Graduate
Married,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 1st Cycle,9,9,144.0,No,No,No,Yes,Female,No,29,No,13,18,20,18,15.444444444444445,0,11,13,13,13,15.307692307692308,0,15.5,2.8,-4.06,Graduate
Single,2nd phase - general contingent,1,Basic Education,Daytime,Secondary Edu,125.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 3rd Cycle,4,7,128.5,Yes,No,No,Yes,Female,No,18,No,0,7,9,6,11.5,0,0,7,8,7,12.714285714285714,0,13.9,-0.3,0.79,Enrolled
Single,Holders of other higher courses,1,Communication Design,Daytime,Degree,140.0,Portuguese,Basic Ed. 1st Cycle,Bachelor's Degree,9,3,140.0,No,No,No,No,Female,No,23,No,0,3,3,2,10.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout
Single,Transfer,1,Basic Education,Daytime,Secondary Edu,120.0,Portuguese,12th Year of Schooling,Basic Ed. 1st Cycle,5,5,113.9,Yes,No,No,Yes,Female,No,21,No,0,6,8,4,12.25,0,0,6,13,3,10.333333333333334,0,12.7,3.7,-1.7,Dropout
Single,1st phase - general contingent,1,Social Service,Daytime,Secondary Edu,147.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,4,137.2,No,No,No,No,Female,No,18,No,0,6,6,6,14.5,0,0,6,6,6,15.166666666666666,0,10.8,1.4,1.74,Graduate
Single,Holders of other higher courses,1,Veterinary Nursing,Daytime,Degree (1st cycle),140.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,5,5,140.0,Yes,No,No,Yes,Female,No,23,No,0,6,7,6,15.571428571428571,0,0,6,8,6,16.375,0,12.4,0.5,1.79,Graduate
Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary Edu,161.0,Portuguese,12th Year of Schooling,Basic Ed. 3rd Cycle,4,4,152.3,No,No,No,Yes,Female,No,18,No,0,6,7,6,15.571428571428571,0,0,6,7,6,14.714285714285714,0,11.1,0.6,2.02,Graduate
Married,Over 23 years old,1,Social Service (evening attendance),Evening,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,4,8,112.5,No,No,No,Yes,Female,No,32,No,0,6,8,5,13.8,0,0,6,7,6,12.166666666666666,0,9.4,-0.8,-3.12,Graduate
Married,Over 23 years old,2,Management,Daytime,Secondary Edu,150.0,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,9,7,101.0,No,No,Yes,No,Female,No,29,No,0,5,8,3,10.666666666666666,0,0,5,14,2,14.8,0,10.8,1.4,1.74,Dropout
Single,1st phase - general contingent,6,Social Service,Daytime,Secondary Edu,113.0,Portuguese,12th Year of Schooling,Basic Ed. 2nd Cycle,194,163,112.3,Yes,No,Yes,Yes,Female,Yes,20,No,0,6,8,5,11.6,0,0,6,8,4,11.75,0,8.9,1.4,3.51,Graduate
Single,Over 23 years old,1,Social Service,Daytime,Secondary Edu,140.0,Portuguese,Unknown,Unknown,0,0,114.0,Yes,No,No,No,Female,No,28,No,0,6,11,1,13.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
Single,Holders of other higher courses,1,Management,Daytime,Degree,130.0,Portuguese,Basic Ed. 2nd Cycle,Basic Ed. 2nd Cycle,1,9,130.0,No,No,No,Yes,Female,No,27,No,0,5,9,3,12.0,0,0,5,11,4,13.625,0,10.8,1.4,1.74,Graduate
Single,Change of course,2,Nursing,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Unknown,90,0,121.5,No,No,Yes,Yes,Female,No,22,No,11,14,14,12,12.333333333333334,2,11,14,14,12,12.333333333333334,2,7.6,2.6,0.32,Graduate
Married,Over 23 years old,1,Agronomy,Daytime,Basic Edu 3rd,133.1,Portuguese,Basic Ed. 3rd Cycle,Basic Ed. 1st Cycle,9,10,120.0,No,No,Yes,Yes,Female,No,37,No,0,6,10,6,12.875,0,0,6,12,6,12.9,0,16.2,0.3,-0.92,Enrolled
Single,Holders of other higher courses,1,Social Service (evening attendance),Evening,Degree,130.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 2nd Cycle,0,5,130.0,No,No,No,No,Female,No,28,No,0,6,12,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,Dropout
Married,Over 23 years old,1,Agronomy,Daytime,Secondary Edu,120.0,Portuguese,Basic Ed. 1st Cycle,Basic Ed. 1st Cycle,9,9,125.7,No,No,Yes,No,Female,No,43,No,0,6,10,4,12.25,0,0,6,13,4,10.5,0,8.9,1.4,3.51,Dropout
